Job Title,Date of registration,Deadline,Job Category,Experience Required,Employment Type,Salary,SocialEnsurance,RetirementBenefit,Location,Working Hours,Working Type,Company Name,Job Description,ApplicationMethod,ApplicationType,document,Post
평촌한림대성심병원 미화업무,25/05/15 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 196만원 ~ 196만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 안양시 동안구 관평로170번길 22, 한림대성심병원 (평촌동)","※ 상세 근무시간
- 주6일/평일 06:00~16:00,토 15시까지(평일 6.5시간, 토 5시간 근무-주 37.5시간)
  (휴게시간: 평일 08:30~09:45, 11:00~12:45, 14:00~14:30, 토 08:30~10:00,11:00~13:00)
*주37.시간 근무
주 소정근로시간
툴팁
: 37시간","주 6일 근무
(주 소정근로시간: 37시간)",(주)해동우남,"- 주6일/평일 06:00~16:00,토 15시까지(평일 6.5시간, 토 5시간 근무-주 37.5시간)
  (휴게시간: 평일 08:30~09:45, 11:00~12:45, 14:00~14:30, 토 08:30~10:00,11:00~13:00)
- 급여 1,961,170원

* 업무상 전화 희망하지 않으며 이력서 문자 전송 후 개별 연락 예정","방문,
기타 (이력서 문자 전송 후 개별연락 예정(010-6294-8009))",면접,"이력서,기타 (이력서 문자전송 후 개별연락 예정)",
봉담 신창 비바패밀리아파트 관리원 구인,25/05/15 등록,채용시까지,환경 미화원,관계없음,기간의 정함이 있는 근로계약,월급 239만원 ~ 239만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,경기도 화성시 봉담읍 수영로 61-14 (한울마을 신창비바패밀리아파트),"※ 상세 근무시간
07:00~18:00, 
격주 토요일,국경일 근무함
주 소정근로시간
툴팁
: 40시간","주 6일 근무
(주 소정근로시간: 40시간)",주식회사청원종합관리,"-아파트 미화, 재활용품 정리 업무
일근제
격주토요일근무",기타(031-5189-2954),"서류,면접",이력서,
"[처인 이동읍] 덕성푸드 냉동식품 생산/월280만원 / 탕수육,치킨 생산/통근버스 운행",25/05/15 등록,채용시까지,식품 분야 단순 종사원,관계없음,기간의 정함이 없는 근로계약,월급 280만원 ~ 290만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 처인구 이동읍 덕성산단1로46번길 45, .","※ 상세 근무시간
09:00~21:00(주 3회), 09:00~19:00(주 2회)/휴게 13:00~14:00(오후 20분 추가 휴식)
휴게시간( (오후) 01시00분~(오후) 02시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",(주)씨에이치파트너스,"-담당직무 :  탕수육,오징어볼, 치킨너겟,동그랑땡 생산작업
               전분가루 버무림/튀김 완제품 불량 선별 및 단순 작업
-근로조건 : 주5일 09:00~21:00(주 3회), 09:00~19:00(주 2회)/휴게 13:00~14:00(오후 20분 추가 휴식)
-급여 : 월280~290만원
-연차 수당 매월 급여 지급 시 같이 지급
※ 통근버스 운행 노선 
   신갈오거리→보라동 다이소→노브랜드→삼가역→명지대입구→용인터미널→천리→회사

* 기타 상세근로조건 재확인 후 지원바랍니다.","방문,워크넷,
이메일 (개인회원 로그인 후 조회가능),
기타 (전화문의(010-8236-0420)) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접",이력서,
주엽역 한솔코아상가 미화직,25/05/15 등록,채용시까지,환경 미화원,경력 (최소 2년 0 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 166만원 ~ 166만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 고양시 일산서구 중앙로 1406, 한솔코아 (주엽동)","(근무시간) (오전) 6시 00분 ~ (오후) 1시 30분
휴게시간( (오전) 10시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 23시간","주 5일 근무
(주 소정근로시간: 23시간)",(주)다산피엠씨,"◆ 주엽역 한솔코아상가 미화직 구인합니다.

-경력자 우대

-근무시간 : 06:00~13:30 (휴게시간 10:00~13:00)/ 주 5일 근무 월~금, 토, 일은 휴뮤

-급여 : 1,661,000원

-근무장소 : 경기도 고양시 일산서구 중앙로 1406

-업무 특성 상 성실함과 책임감 있는 분

-FAX: 031-918-2009 (팩스지원가능)","방문,팩스,
이메일 (개인회원 로그인 후 조회가능),
기타 (FAX: 031-918-2009 (팩스지원가능)) 기본 이력서 이메일 보내기","서류,면접,
기타 (FAX: 031-918-2009 (팩스지원가능))","이력서,기타 (FAX: 031-918-2009 (팩스지원가능))",
[채용대행] 광명 포스코이앤씨 건설현장 청소원 채용,25/05/15 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 215만원 ~ 215만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 광명시 자경로 65, 일직동9-10 포스코건설현장 (일직동)","근무시간 협의가능
※ 상세 근무시간
주6일  (월금: 08:00~16:00 , 격주토 : 08:00~12:00 , 전후약간의 시간조정 가능)
휴게시간( (오후) 03시00분~(오후) 03시30분)
주 소정근로시간
툴팁
: 15시간","주 6일 근무
(주 소정근로시간: 15시간)",주식회사 하영이앤씨,"-근무내용 : 현장 사무실/휴게실/식당/교육장/화장실등 청소 
-주6일  (월금: 08:00~16:00 , 격주토 : 08:00~12:00 , 전후약간의 시간조정 가능)
-급여 : 월 215 만
-근무지 : 경기광명시 일직동 9-10 포스코건설현장","방문,
기타 (010-2910-7192 이력서 제출)","서류,면접",이력서,
재가 요양보호사 구인,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 군포시 번영로 580, 00 (금정동, 신환아파트)",(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주 5일 근무,한울재가노인복지센타,"3등급 할머님 재가 요양보호사 구인

- 시간 : 09:00 ~ 12:00(주5일)
- 임금 : 12,700원(시급 10,030원+기타 제수당)",방문,면접,이력서,
[원천동] 건물청소원모집,25/05/15 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 170만원 ~ 170만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 영통구 신원로250번길 53, . (원천동)","(근무시간) (오전) 8시 00분 ~ (오후) 3시 30분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 32시간","주 5일 근무
(주 소정근로시간: 32시간)",주식회사 케이식스,"[영통아이파크 디어반 지식산업센터] 건물미화원모집

1. 근무지 : 수원시 영통구 신원로 250번길 53

2. 담당업무 : 건물실내청소직
3. 근무시간 : 주5일08:00~15:30/휴게시간:12:00~13:00)

4. 급여 : 월170만원(세전)

5. 제출서류 : 이력서

6. 서류 제출 : 이메일 접수(yturban0830@naver.cim) / 팩스 031-295-9261

6. 면접 : 서류 심사 후 개별통보","팩스,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기","서류,면접",이력서,
동탄 산척동 아파트 외곽미화원 구인,"25/05/15 등록
25/07/14 마감",25/07/14 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 화성시 동탄대로8길 65, - (산척동, 더레이크시티부영2단지)","※ 상세 근무시간
평일 8:30~15:30 (휴게 1시간), 격토 8:30~11:00",주 6일 근무,선우환경관리 주식회사,"[동탄 더레이크시티 부영2단지 외곽미화원 구인]

- 채용인원 : 외곽미화원 1명

- 청소차운행가능자 또는 자동차 운전가능자

- 외곽미화 경력자 우대 

- 인근 거주자 우대

- 근무시간 : 평일 8:30~15:30 (휴게 1시간), 격토 8:30~11:00

- 급여 : 월 1,734,890 원 

- 복지카드 소지자 우대

- 5월19일 (월) 출근예정

- 수시 면접중

- 지원자격 문의 후 면접안내드립니다.
 ☏ 031-8045-3861",방문,"서류,면접","이력서,기타 (지원문의 후 방문면접진행)",
요양보호사 구인,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 군포시 광정로 119, . (산본동, 솔거(대림)아파트)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한울재가노인복지센타,"3등급 할머님케어 요양보호사 구인

- 주5일 9:00~12:00
- 시급 12,700원(시급10,030원+기타 제수당)",방문,면접,이력서,
[죽전동/4등급/여/주2일/오후]요양보호사 채용,"25/05/15 등록
25/07/14 마감",25/07/14 마감,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 용인시 수지구 용구대로2771번길 88 (죽전동, 창죽마을 벽산첼시빌아파트)","(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 2일 근무
(주 소정근로시간: 15시간)",삼성실버케어센터,"- 4등급 할머니 케어 업무
- 주 2일(화,목) 14:00~17:00(3시간)
- 시급 10,030+주휴수당+수당 등=12,800원


** 근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 
임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.","방문,
기타 (전화 후 면접(010-9450-1222))",면접,기타(요양보호사 자격증),
중동역 뉴서울 아파트 청소원 모집,25/05/15 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 150만원 ~ 150만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 부천시 소사구 중동로71번길 39 (송내동, 뉴서울아파트)","※ 상세 근무시간
- 월~금 9:00~15:30
- 격주토 09:00~12:00
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 25시간","주 6일 근무
(주 소정근로시간: 25시간)",(유)탄천산업,"중동 뉴서울 아파트 청소원 모집
-아파트 미화원
- 월~금 9:00~15:30
- 격주토 09:00~12:00",방문,면접,이력서,
경복대학교 구내식당 찬모님 모집,"25/05/15 등록
25/05/23 마감",25/05/23 마감,주방 보조원,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 200만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,경기도 남양주시 진접읍 경복대로 425-17 (외2필지),"(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
휴게시간( (오후) 02시00분~(오후) 03시00분)
주 소정근로시간
툴팁
: 35시간","주 5일 근무
(주 소정근로시간: 35시간)",경복대학교,"경복대학교 찬모 모집 (경력or신입)
- 찬모 (0명) 
- 근무 기간 : 25년 6월 중순 (방학 후 재고용가능)
- 근무 시간 : 09:00~16:00 
- 월급 : 2,000,000원
- 복리후생 : 4대보험

*합격자에 한해 추후 면접 일정 안내","워크넷,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접","이력서,자기소개서",
사회복지사(경력직) 모집,25/05/15 등록,채용시까지,사회복지사,경력 (최소 1년 0 개월 이상) 필수,기간의 정함이 없는 근로계약,월급 215만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 양주시 백석읍 호명로 47, 1층","※ 상세 근무시간
❁ 근무시간(08:20~17:20 )/주5일근무(월~토)/일요일 휴무
휴게시간 :12시-13시
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",큰사랑주야간보호센터,"❁ 주야간보호센터 사회복지사 업무
❁ 사회복지 경력 1년이상 필수
❁ 주5일근무(월~토)/일요일 휴무",방문,"서류,면접","이력서,자기소개서",
[처인 역북동] 푸르지오 아파트 외곽 미화원,25/05/15 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 188만원 ~ 188만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 용인시 처인구 명지로40번길 35-45, 역북푸르지오 아파트 (역북동)","근무시간 협의가능
(근무시간) (오전) 8시 30분 ~ (오후) 4시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 35시간","주 6일 근무
(주 소정근로시간: 35시간)",승인산업주식회사,"* 아파트 외곽청소
- 월 1,880,000원 
- (평일) 08:30~16:00, (토)08:30~11:30","방문,
기타 (반장님 전화 지원후 면접)","서류,면접",이력서,
[장항동] 쌍용더플래티넘 아파트 미화원 구인,25/05/15 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,월급 180만원 ~ 180만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 일산동구 장항한강3로 30, . (장항동, 쌍용 더 플래티넘 장항)","※ 상세 근무시간
08:30~15:30(휴게 12:00~13:00), 격주 토요일 09:00~12:00
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",대신종합관리(주),"아파트 동관리 미화원 
- 근무시간 08:30~15:30(휴게 12:00~13:00), 격주 토요일 09:00~12:00
- 월급 180만원
- 문의 고양상공회의소 중장년내일센터 031)911-9197","우편,팩스,워크넷,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기
고용24 입사지원","서류,면접",이력서,
아파트 실내미화원 채용,"25/05/15 등록
25/06/14 마감",25/06/14 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 안양천서로 177 (안양동, 래미안 안양 메가트리아)","(근무시간) (오전) 9시 00분 ~ (오후) 4시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)",주 6일 근무,(주)밝은티에스,"- 래미안안양메가트리아 아파트 실내 청소 업무
- 평일 09:00~16:00 / 토요일 09:00~12:00
- 휴게시간 :12:00~13:00 
- 급여 : 1,699,790원
- 지원문의 실내미화 채용 담당 반장님: 010-9177-2017","방문,
기타 (-실내미화 채용 담당 반장님: 010-9177-2017)",면접,이력서,
신동탄포레자이 아파트 미화원 구인,25/05/15 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 179만원 ~ 179만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 화성시 영통로60번길 31, . (반월동, 신동탄포레자이)","※ 상세 근무시간
주6일-평일 09:00~16:00/휴게시간 11:00~12:00) / 토 09:00~12:00
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",(주)두원에이앤씨,"신동탄포레자이 아파트 미화원 구인
- 아파트 단지 건물 내부 청소 외
- 주6일: 평일 09:00~16:00/ 토요일 09:00~12:00
- 월급 1,790,090원
- 근무예정지: 화성시 영통로 60번길 31 신동탄포레자이아파트
- 복지카드 소지자 우대
- 즉시근무 가능자 우대",방문,면접,이력서,
아파트 미화원 모집 - 용인시 처인구 고림동힐스테이트용인둔전역 아파트 /장애인복지카드 우대,"25/05/15 등록
25/07/14 마감",25/07/14 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 180만원 ~ 185만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 처인구 금어로 46, . (고림동, 힐스테이트용인둔전역)","※ 상세 근무시간
09:00~16:00 (휴게1시간), 토9:00~12:00 
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",위더스엔 주식회사,"용인시 처인구 고림동힐스테이트용인둔전역 아파트 
장애인복지카드 우대 (여 10만원 수당,남 5만원 수당)
미화원 1명(월180만원), 외곽청소원 (월185만원)1명

09:00~16:00 (휴게1시간), 토9:00~12:00 / 주6일 / 

* 전화문의 후 지원가능 010-9565-0069 이진자 팀장

에버라인선-둔전역-2번 출구-도보13분",기타(전화문의),"서류,면접",이력서,
[소만마을] 재가요양보호사 모집(할아버지),25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 덕양구 충경로 138, ... (행신동, 소만마을3단지아파트)","근무시간 협의가능
(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",정다운 주간보호센터,"[소만마을] 3등급 재가요양보호사 모집 (최근 퇴원환자 할아버지)
/ 
/ 주5일 근무, (10:00`~15;00) 시간변경가능/
/ 시급 10,030원+주휴수당및 기타수장=[13,500원]
/ 채용담당자(031-938-1005/ 010-3190-4771)통화 후 면접

*** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,팩스,
기타 (채용담당자 통화 후 면접)",면접,기타(요양보호사 자격증(사본)),
장기동 요양보호사 채용,"25/05/15 등록
25/06/14 마감",25/06/14 마감,요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 김포시 김포한강2로24번길 116-77, 개성만두 인근 주택 (장기동)","(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",김포방문요양센터,"장기요양 대상자 어르신 (할머니 ) 요양서비스 제공
 4등급 요양서비스 업무 전반
 시급 10,030+ 주휴수당 및 기타 수당포함 하여 12,700

* 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정 근로 시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음 *",방문,면접,기타(자격증),
(거모동) 재가요양보호사 구인,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 시흥시 한우물로21번길 29, 00 (거모동, 효성맨션)","(근무시간) (오후) 3시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",(주)케어링 방문요양센터 부천점,"* 3등급 할머니(뇌경색,편마비)
 >> 상차림, 주변정리, 산책
* 근무시간 :15시~18시(3시간)
* 주6일
* 시급 : 12,700원(10,030+주휴+연차수당)
* 산들공원 근처 거주",기타(채용담당자와 통화하여 지원 및 면접),"서류,면접",이력서,
[화전동] 재가요양보호사 모집(4등급/할머니),25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 덕양구 화랑로165번길 24-4, ... (화전동)","(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",정다운 주간보호센터,"[화전동] 재가요양보호사 모집 (4등급/할머니)
/ 수급자댁 방문하여 가사 및 일상생활, 정서지원, 신체활동 지원 등
/ 주5일 근무, (10;00~13;00) 시간변경가능
/ 시급: 10,030월+주휴수당 및 기타수당=지급시급=[13,500원]
/ 채용담당자 통화 후 면접

*** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,
기타 (채용담당자 통화 후 면접)","면접,
기타 (채용담당자(031-938-1005) 통화 후 면접)",기타(요양보호사 자격증(사본)),
이마트 평촌점 미화사원 구인,25/05/15 등록,채용시까지,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 있는 근로계약,월급 171만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 안양시 동안구 시민대로 300, 이마트 평촌점 (관양동)","※ 상세 근무시간
-근무시간: 14:30~22:00
-휴게시간: 18:00~19:00
휴게시간( (오후) 06시00분~(오후) 07시00분)
주 소정근로시간
툴팁
: 32시간","주 5일 근무
(주 소정근로시간: 32시간)",상명진흥주식회사,"-이마트 평촌점 미화
-매장 내 청소 
-근무시간: 14:30~22:00 / 주5일 근무(수목휴일)/주말 근무 가능자",방문,"서류,면접",이력서,
본오동 5등급 (여)어르신케어 재가요양보호사 모집,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안산시 상록구 반석로4안길 34, 상세주소 문의 (본오동)","(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",다사랑노인요양센터,"* 5등급 (여) 어르신 케어 / 일상생활케어
* 본오동 상록고등학교 인근
* 주 5일 13:00 ~ 16:00 근무
* 치매이수증 필수
* 5/19부터 출근 가능자 우대
*시급 12,700원","방문,
기타 (전화후 방문면접)","서류,면접","이력서,기타 (자격증 사본, 건강검진결과통보서)",
[수원시 영통] 영통아이파크캐슬1단지 경비대원 모집(복지카드 소지자 우대),25/05/15 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 없는 근로계약,월급 312만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 영통구 덕영대로 1410, . (망포동, 영통아이파크캐슬1단지)","※ 상세 근무시간
▶ 근무시간 : 격일 07:00~07:00
    (휴게시간 11:00~13:00(2시간), 18:00~19:00(1시간), 24:00~03:00(3시간))
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",(주) 조현시스템,"[ 수원시 영통구 영통아이파크캐슬1단지 경비 ]

▶ 공동주택 경비업무
▶ 근무시간 : 격일 07:00~07:00
    (휴게시간 11:00~13:00(2시간), 18:00~19:00(1시간), 24:00~03:00(3시간))
▶ 월 3,127,120원
▶ 복지카드 소지자 우대

## 채용담당차:  010-9762-1577",Not found,Not found,Not found,
[토당동] 재가 요양보호사 모집,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","고용보험
산재보험",퇴직금,"경기도 고양시 덕양구 토당로 93, .... (토당동, 한라비발디아파트)","(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",샬롬방문요양센터,"토당동 한라비발디아파트 4등급 할아버지 재가 요양보호
/ 일상생활지원 및 수급자 케어
/ 근무 시 배우자가 함께 계심
/ 주5일 근무 (15:00~18:00), 토요일 격주 근무 희망
/ 기본시급 10,030원 + 주휴수당 및 기타수당  = 지급시급 12,700원


/ 채용 담당자 통화 후 면접


** 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 
채용시 근로자마다 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,
기타 (채용담당자 통화 후 면접)","면접,
기타 (채용담당자 통화 후 면접)",이력서,
[풍덕동/4등급/할머님] 요양보호사 채용,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 수지구 풍덕천로148번길 9-7, 1 (풍덕천동)","근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",(A)온마음 재가복지센터,"- 풍덕천동 4등급 할머님 재가대상자케어
- 간병일상생활지원서비스(말벗, 일상생활지원)
- 주6일 : 09:00~12:00(시간 협의 가능)
- 급여 : 시급10,030+주휴수당+수당=12,700원
- 유선지원문의 010-5057-5254

※ 근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.","방문,
기타 (유선 상담 후 지원(010-5057-5254))","서류,면접","이력서,기타 (자격증, 건강검진 결과지)",
아파트 지하주차장 기계청소 할 분을 구합니다(여러곳을 돌아다니면서 일하는 것입니다. ),"25/05/15 등록
25/06/14 마감",25/06/14 마감,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",관계없음,기간의 정함이 없는 근로계약,월급 230만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 성남시 분당구 매화로 42, 충무빌딩 5층 (야탑동)","(근무시간) (오전) 8시 00분 ~ (오후) 3시 30분
휴게시간( (오후) 12시00분~(오후) 01시00분)

주 소정근로시간
툴팁
: 28시간","주 5일 근무
(주 소정근로시간: 28시간)",(주) 조현시스템,"아파트 지하주차장 기계청소 할 분을 구합니다(여러곳을 돌아다니면서 일하는 것입니다. )

- 강원도 원주, 평택 등 경기도 지역 아파트를 돌아다니면서 지하주차장, 계단청소 합니다. (지역은 더 많을 수 있어요.)
- 1톤 트럭운전 가능자 필수입니다. 
- 마루광택기, 탑승식 청소차 경력자 우대합니다. 
- 본사에 출근해서 2명이 1조로 움직이고 하루에 한곳 혹은 두곳 일을 합니다. 
- 급여: 2,300,000원(식사 별도 제공) 
- 근무시간 : 08:00 ~ 15:30(휴게시간 1시간) 
- 기계청소를 할줄 알면서 팀과 협업이 잘 되고 성격이 원만한 분을 원합니다. 
- 경증장애인 우대채용합니다. 
- 자동차운전면허 2종보통(수동) 필수","방문,팩스","서류,면접",이력서,
청평우리병원 병동보호사 구인,"25/05/15 등록
25/06/14 마감",25/06/14 마감,기타 보건·의료 서비스 종사원,관계없음,기간의 정함이 없는 근로계약,월급 240만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직연금,경기도 가평군 청평면 경춘로 791-11,"※ 상세 근무시간
07:00~14:00, 14:00~22:00,  22:00~07:00(3교대근무)
휴게시간( (오후) 01시00분~(오후) 03시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",의료법인청운의료재단,"- 환자케어 및 병동관리 

- 지원하실분은 가평군청 일자리센터 031-580-4135 로 전화주세요.","팩스,
기타 (일자리센터 접수후 진행 031)580-4135)","서류,면접",이력서,
"[고매동/3등급,4등급 /부부] 요양보호사 채용",25/05/15 등록,채용시까지,요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 원고매로 139-3, . (고매동)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 3일 근무
(주 소정근로시간: 15시간)",평안재가요양센터,"- 고매동 3등급 할머님, 4등급 할아버지(청각장애인 부부)
- 간병일상생활지원서비스(주변정리정돈, 식사준비도움)
- 주3일 : 09:00~14:00(시간협의)/낮가림있어 주3일 익숙해지면 주5일 변경예정임)
- 급여 :  시급10,030원+주휴수당+수당=12,800원(수당 포함)
- 지원문의 : 010-3916-9119

※근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.","방문,
기타 (전화 010-3916-9119)",면접,기타(요양보호사 자격증),
