Id,JobTitle,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,Address,Category,WorkingHours,CompanyName,JobDescription,ApplicationMethod,Document,Detail
207,"[우이동 성원아파트,4등급 여 어르신]/ 재가요양보호사 구인",등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강북구 삼양로,강북구,"주5일
주 15시간 근로",구구팔팔재가복지센터,"직무내용
- 직무내용 : 청소 식사지원 산책도움  및  일상생활지원
- 근무조건 : 13:00 ~16:00  / 주5일
- 급여 : 12,700원  (기본:10,030원+주휴수당) 지급",방문,"이력서,기타(신분증사본, 요양보호사자격증 사본)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAD002507010005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
208,강변테크노마트 청소원 구인,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 182 만원 ~ 182 만원,서울특별시 광진구 광나루로56길,광진구,"주5일
주 33시간 근로
09:00 ~ 18:00",(주)시엘에이,"직무내용
* 구의동 강변테크노마트 판매시설, 공용복도, 화장실 등 청소 업무
* 고정업무하는 청소직원 10명의 공용부분 청소 보조
* 남자 2명, 여자 3명 구인
* 근무시간- 09:00~18:00(휴게시간- 11:00~13:30) / 주말포함 주중5일 근무
* 지원자는 이력서 사진 찍어서 담당자 휴대전화(010-7451-1027)로 문자 발송","워크넷,
기타 (문자 지원)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002507010006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
209,[궁동] 재가요양보호사모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 구로구 오리로,구로구,"주5일
주 15시간 근로
09:00 ~ 12:00",구로은빛노인복지센터,"직무내용
궁동 우신빌라

- 요양보호대상자: 1등급 할머니, 와상, 인지좋으심, 딸과 거주
- 직무내용: 말벗, 안전관리, 신체지원, 기저귀케어, 가사 및 일상생활지원
- 근로시간 : 09시 ~12시/주5일
- 급여:  시급10,030원[기타수당 포함 13 ,200원]","방문,
기타 (전화)","이력서,기타(건강검진표)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010016&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
210,[풍납동/2등급 할머님/7:30-10:30시] 요양보호사 애용,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,신입,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 송파구 토성로,송파구,"주5일
07:30 ~ 10:30",(복)서로사랑복지센터,"직무내용
- 근무장소 : 송파구 풍납동 토성초등학교 인근
- 대상자 : 2등급 할머님(부부거주)
- 근무내용: 일상생활지원, 신체활동 지원 등
- 근무시간 : 7:30-10:30(주5일)
- 장기요양급여 : 시급 12,700원(주휴 및 연차수당 조건 충족시)
- 문의: 02-459-7024 / 010-5060-1499",방문,기타(자격증사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAC002507010006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
211,남산타운아파트 청소원 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 143 만원 ~ 143 만원,서울특별시 중구 다산로,중구,"주5일
주 27시간 근로",(주)한강티에스,"직무내용
남산타운아파트 단지 내 청소업무
-주5일
-신주 있음",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAY002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
212,[대방동] 재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-23,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 동작구 여의대방로44길,동작구,"주5일
주 15시간 근로
13:00 ~ 16:00",한사랑노인재가복지센터,"직무내용
대방동 대방역 인근 대방주공2단지아파트

- 대상자: 3등급 할머니, 독거, 거동가능
- 업무내용: 식사, 청소, 세탁, 병원동행 등 요양보호사 일반업무
- 근무시간: 13:00~16:00/주5일
- 시급: 10,030원[기타수당포함시 12,700원]","방문,
기타 (전화)",기타(자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010014&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
213,"[미아역 국민은행인근,4등급 여 어르신]/ 재가요양보호사 구인",등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강북구 도봉로41길,강북구,"주5일
주 15시간 근로",수산나재가복지센터,"직무내용
- 직무내용 : 청소 가사지원 식사준비 말벗  및  일상생활지원 
- 근무조건 : 13:00 ~16:00  / 주5일
- 급여 : 12,700원  (기본:10,030원+주휴수당) 지급",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAD002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
214,멘토스 병원(답십리역5번출구) 내부 미화원 5-14시 주 5일(월-...,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,신입,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 230 만원 ~ 230 만원,서울특별시 동대문구 한천로,동대문구,"주5일
주 40시간 근로",멘토스병원,"직무내용
멘토스 병원 미화(답십리역 5번 출구/ )
5:00-14:00 / 휴게 12:00-13:00 주 5일 (월-금)
-건물 내 쓰레기처리/ 화장실 청소 /1~6층 병원 내부 청소  /2명이 나눠서 진행. 
식사 2번 제공","방문,
이메일 (개인회원 로그인 후 조회가능),
기타 (이메일 접수(4123won@hanmail.net))",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002507010005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
215,[동작구 사당동] 4등급 할머니 오전 요양보호사 구인합니다 // 주...,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 동작구 사당로,동작구,"주3일
주 9시간 근로
09:00 ~ 12:00",한마음꿈터복지재단,"직무내용
[동작구 사당동] 4등급 할머니 오전 요양보호사 구인합니다 // 주3일 

- 일상가사지원.  신체활동지원 등 
- 09:00~12:00 / 주3일 (월/수/금 아니면 화/목/토 둘 중 하나로 조정 가능합니다)
- 동작구 사당동 한국전력공사 근처 거주(사당역 근처)
- 시급 10.030원 (기타수당포함 = 12.700원)",Not found,Not found,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAM002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
216,[자양동/4등급/여자/오후] 재가 요양보호사 채용,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 광진구 뚝섬로46길,광진구,"주6일
주 18시간 근로
12:00 ~ 15:00",가왕 재가복지센터,"직무내용
* 4등급 여자어르신(40년생) 케어/거동가능/아들과 거주(직장)
* 점심식사 준비/말벗/약복용 도움/청소, 세탁 등 일상생활지원
- 거동시 워커사용
* 토요일 근무있음/월24회서비스 제공

* 시급: 12,800원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
217,(망우동 캠핑장 관리) 야간 당직 직원 구인공고,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,신입,"기타 건물 관리원(공원, 종교시설 등)",월급 210 만원 ~ 210 만원,서울특별시 중랑구 망우로87길,중랑구,"주6일
주 40시간 근로",랜드스텐드 캠핑,"직무내용
- 캠핑장 예약자 관리 및 전반적 운영관리 및 야간당직 근무
- 20:00-08:00, 일 7시간 근무(휴게시간 5시간), 주6일
- 월급여 210만원
- 전화 문의 사절
- 이력서 사진 찍어 문자 지원하시면 검토 후 개별연락 드림.
- 주 40시간 이상 사업장",기타(이력서 사진찍어  문자 접수 후 개별연락),이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20272507010006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
218,[가양1동] 재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 강서구 허준로,강서구,"주5일
주 15시간 근로
09:00 ~ 12:00",연세노인복지센타,"직무내용
가양1동 가양2단지 아파트내

3등급 할머니/독거/거동가능/교포 지원 가능함, 가사 및 병원동행. 일상생활지원

- 근로시간 : 09:00~12:00/주5일(주6일도 가능 협의)

- 급여: 시급 12,700원[기본시급 10,030원+기타수당포함]",Not found,Not found,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010013&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
219,"[공릉동 2등급 여어르신 9시-13시, 주2일(토.일)] 재가 요양...",등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 노원구 동일로198길,노원구,"주1일
주 8시간 근로",케어앤사랑,"직무내용
- 2등급 여자어르신
- 기저귀케어, 부축하여 일으켜 앉히기, 이동시 휠체어 이용
- 가사지원, 신체활동, 정서지원 인지행동변화지원, 일상생활지원
- 09:00~13:00( 시간조정가능 ) / 주2일(토,일)
- 시급:10,030원(주휴,연차포함 시급12,650원)+중증수당",방문,기타(전화 후 방문),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20272507010005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
220,[고척2동] 재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 구로구 중앙로12길,구로구,"주5일
주 15시간 근로
14:00 ~ 17:00",개봉한마음재가센터,"직무내용
고척2동 고척리가아파트2단지

- 대상자: 3등급 할머니, 자립보행가능, 아들과 거주하나 낮엔 혼자계심, 외출시 휠체어 보행(작고 마른편)
- 근무내용: 식사준비, 가사지원, 일상생활지원등의 일반 요양업무
- 근로시간: 14:00~17:00(주5일)
- 급여: 시급 12,700원[기본시급 10,030원+기타 수당 포함]","방문,
기타 (전화 010-3945-8524)",기타(자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010012&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
221,아파트 미화원 - 용산 산호아파트,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력1년,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 161 만원 ~ 161 만원,서울특별시 용산구 원효로4가,용산구,"주5일
주 30시간 근로",(주)듀델코리아,"직무내용
용산 원효로4가 산호아파트 
아파트 미화원

월1.618.980원
09:00~16:00
주5일

전화지원 010-5440-9367 이삼녀 반장",기타(전화지원 010-5440-9367 이삼녀 반장),이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002507010004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
222,[관악구 남현동] 재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-15,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 관악구 남부순환로256길,관악구,"주5일
주 15시간 근로
14:00 ~ 17:00",가족사랑복지센터,"직무내용
관악구 남현동 금강빌라트 내 (사당초등학교 인근, 사당역 도보15분 거리)
 
- 대상자: 4등급 할아버지, 거동가능, 아들과 거주하나 낮에는 혼자계심
- 근무내용: 가사 및 일상생활지원, 청소, 반찬, 세탁 등
- 근로시간 : 14:00~17:00/주5일
- 급여:  시급10,030원[기타수당포함 13,000원]

*강아지를 좋아하시는 분 희망합니다","방문,
기타 (전화)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010011&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
223,[상일동/4등급할머니/13:00-16:00)재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강동구 고덕로,강동구,"주5일
13:00 ~ 16:00",김&정사랑복지센터,"직무내용
-근무지: 고덕로360
-대상자: 4등급 할머니(13:00-16:00, 주5일)
-시   급: 10,030원(기타, 연차 및 주휴수당 포함시 12,700원)
-업   무: 가사 및 일상생활지원(산책업무포함)
-담당자: 010-3894-2732
-알선시 연령참고해주세요.",방문,기타(자격증사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAC002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
224,[면목동 4급여자 오전 주5일] 재가요양보호사 채용,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중랑구 용마산로90길,중랑구,"주5일
주 15시간 근로
09:00 ~ 12:00",엔젤노인재가복지센터,"직무내용
*4급여자(79세)
*식사, 청소, 병원동행, 산책 등 일상생활지원
*9:00~12:00/주5일
*시급12,700원(기본 시급 10,030원 + 주휴·연차수당 포함)","방문,팩스","이력서,기타(자격증사본)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20272507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
225,일원동 샘터마을 미화원 모집 / 청소 관리자 채용 완료!!! / 실...,등록일 : 2025-07-01,마감일 : 2025-07-15,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 170 만원 ~ 212 만원,서울특별시 강남구 일원로,강남구,"주6일
주 33시간 근로",(주)두원에이앤씨,"직무내용
- 강남구 일원로 120 일원동 샘터마을아파트
- 실내 미화/8- 15시, 8-11시(토요일)
 월 1,705,100원
- 청소 관리자/9-17시(월,화,수)
                9-20시(목요일)
                8-16시(금요일)
                9-12시(토요일)       
   월 2.121.270원
 ** 010 5031 9091 (전화 지원)",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAB002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
226,"* 도봉서원A / 4등급할머니 / 혼자계심 / 9-12시, 주6일,...",등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 도봉구 마들로,도봉구,"주6일
주 18시간 근로
09:00 ~ 12:00",평안어르신재가센터,"직무내용
* 4등급 할머니 / 독거 / 보행기로 이동하심
* 도봉서원A
* 근무시간 9-12시, 주6일 / 시간변경안됨
* 시급 12900원(주휴수당 등 포함)
* 업무내용 : 청소, 장보기 등 가사도움 위주의 업무","방문,
기타 (전화 후 면접 010-3919-2658)","기타(요양보호사자격증, 건강검진확인서)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002507010009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
227,녹번동 2등급 할머니 9시~1시 요양,등록일 : 2025-07-01,마감일 : 2025-07-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 12,800 원",서울특별시 은평구 서오릉로6길,은평구,"주6일
주 24시간 근로
09:00 ~ 13:00",다온재가복지센터,"직무내용
- 요양보호대상자: 2등급 할머니

- 직무내용: 주변정리, 식사드리기, 위생관리

- 근무시간: 9시~1시(4시간) 주6일

- 시급 10030 + 각종 수당 = 12800원, 중증수당 별도","방문,
기타 (전화문의)",기타(자격증사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAW002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
228,[역촌역 부근/3등급할머니] 요양보호사 구인합니다,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 은평구 역말로,은평구,"주6일
주 24시간 근로
15:00 ~ 18:00",(A)무지개재가복지센터,"직무내용
3등급 할머니(84) / 역촌역 부근 / 배우자(1등급)와 거주 
- 소변줄 착용, 거동가능
- 가사 등 일상지원, 정서지원 등
- 근무시간 : 오후3시 ~ 오후6시 (주6일)
- 시급 : 12,700원(주휴수당 등 포함)
- 문의 : 02-955-2049 
* 복지 : 명절수당 지급, 6개월 만근시 10만원 지급",방문,"이력서,기타(요양보호사 자격증, 1년 이내 건강검진 결과표)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002507010008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
229,[개봉2동] 아파트 실내청소원 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 148 만원 이상,서울특별시 구로구 개봉로2길,구로구,"주6일
주 29시간 근로",주식회사 이데아그룹,"직무내용
개봉2동  개봉아이파크 아파트 실내 청소원 모집 공고

- 아파트 공용 부분 청소( 계단, 복도등)/복지카드소지자 우대
- 근무시간: 월~금: 09시~15시30분/토요일 격주 근무 : 09시~11시
- 휴게시간: 12시~13시/ 신주없음
- 급여: 월 1,484,440원

* 경증 복지카드 소지자 우대","방문,
기타 (전화 010-5643-8822)",이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
230,[역촌역 부근/1등급할아버지] 요양보호사 구인합니다,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 은평구 역말로,은평구,"주6일
주 24시간 근로",(A)무지개재가복지센터,"직무내용
1등급 할아버지(85) / 역촌역 부근 / 배우자와 거주 
- 기저귀케어, 콧줄, 셕션 도움
- 근무시간 : 09:00 ~ 13 :00 (주6일 / 매일 2시간 비급여 14,000원)
              / 일요일 9시~오후 4시 (비급여 12만원) 
- 시급 12,700원(주휴수당 등 포함)
- 문의 : 02-955-2049 
* 복지 : 명절수당 지급, 6개월 만근시 10만원 지급",방문,"이력서,기타(요양보호사 자격증, 1년 이내 건강검진 결과표)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002507010007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
231,관악구 동아타운21 ] 건물 미화 모집,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 122 만원 ~ 122 만원,서울특별시 관악구 관악로37길,관악구,"주5일
주 20시간 근로",동아타운21입주자관리단,"직무내용
◇ 환경(청소)업무 및 기타 관리 업무(여자)
- 직무내용: 청소, 분리수거
- 근무시간: 09:00~15:00(근무시간 4시간,휴게시간: 11:00~13:00))
- 주 5일, 월 1회 토요일 3시간(주중 1회 대체 휴무)
- 급여: 월 1,220,000원
* 근거리에서 출, 퇴근 가능자, 장기근속 가능자 우대","팩스,
자사채용사이트 (donga21@hanmail.net)","이력서,자기소개서",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAF002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
232,[양천구 목동] 목동1단지 아파트 미화원 구인,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력1년,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 양천구 목동서로,양천구,주6일,선우환경관리 주식회사,"직무내용
[목동신시가지아파트 1단지 미화원 구인]

- 9호선 신목동역에서 도보 10분거리

- 업무 : 아파트 관리동 내외 청소 (신주있음)

- 근무시간 : 평일 8:30~15:00 (휴게 1시간반), 격토 8:30~12:00

- 급여 : 월 1,384,140원 

- 복지카드 소지자 우대

- 바로 출근가능하신 분

- 수시 면접중

- 지원문의 : 반장님 010-4387-4609",방문,"이력서,기타(지원문의 후 방문면접진행)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKR002507010008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
233,아파트 미화원 - 광진로얄동아,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 광진구 뚝섬로52마길,광진구,주5일,(주)듀델코리아,"직무내용
광진로얄동아 아파트 
미화원 채용

월1.584.120원
08:30~15:00(휴게시간 48분)
09:00~12:00(3주에 1회 근무)

전화지원 : 010-8922-7658 김동숙반장",기타(전화지원 010-8922-7658 김동숙 반장),이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAU002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
234,[봉화삼거리 인근 3등급 여자어르신 주5일 오전] 재가요양보호사 구...,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 중랑구 봉화산로,중랑구,"주5일
주 15시간 근로
09:00 ~ 12:00",선재가노인복지센터,"직무내용
[봉화삼거리 인근 3등급 여자어르신 주5일 오전] 
참고사항 : 보행기로 화장실 이동, 거실에서 보행기로 이동 도움
직무내용 : 신체, 가사, 기타
근무시간 : 09:00-12:00 (주5일 근무)
근무예정지 : 중랑구 상봉동 봉화삼거리 인근
시급 : 포괄시급 12,700원
문의 : 02-432-8856/ 010-6290-8856","방문,
기타 (전화 : 채용담당자 임성옥 02-432-8856/ 010-6290-8856)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20272507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
235,[이문동] 래미안 이문2차아파트 미화원 구인,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)","시급 10,030 원 ~ 10,030 원",서울특별시 동대문구 이문로12길,동대문구,"주5일
09:00 ~ 15:00",주식회사인동,"직무내용
*아파트 미화업무 담당
*평일 9:00~15:00(휴게 12~13시) 주5일
*월1,307,520원",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002507010002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
236,"* 4등급 할머니 / 창동대우A / 8:30~11:30, 주5일",등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 도봉구 덕릉로63가길,도봉구,"주5일
주 15시간 근로
08:30 ~ 11:30",청송재가복지센터,"직무내용
* 4등급 할머니 / 혼자계심
* 창동 대우A
* 근무시간 08:30~11:30(8-11시 가능), 주5일
* 시급 12700원(주휴수당 등 포함)
* 업무내용 : 인공관절수술 후 퇴원(워커로이동, 부축도움)
             일상생활지원, 산책 및 병원동행, 말벗 등 업무","방문,
기타 (전화 후 면접 02-6338-4332 / 010-6369-4222)","기타(요양보호사자격증, 건강검진확인서)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002507010005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
237,[상일동/4등급/여자/오후] 재가 요양보호사 채용,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 강동구 고덕로98길,강동구,"주5일
주 15시간 근로
16:00 ~ 19:00",더사랑방문요양센터,"직무내용
* 4등급 여자어르신(29년생) 케어/거동가능/독거
- 매일 경로당 방문_지팡이 사용
* 가끔 반찬준비/말벗/주1회 샤워도움/청소, 세탁 등 일상생활지원 

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)",기타(자격증 사본),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAG002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
238,[금천롯데타워] 미화 팀장_ 경력5년이상,등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력5년,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",월급 247 만원 이상,서울특별시 금천구 벚꽃로,금천구,"주5일
주 33시간 근로",(주）맥서브（Maxerve Co．，Ltd．）,"직무내용
○ 건물 내 공용부 청소 및 인원 관리

○ 돌돌이 및 기계 청소 가능자",방문,이력서,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAI002507010001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
239,치매교육 이수자 재가요양보호사 모집(고척2동),등록일 : 2025-07-01,마감일 : 2025-08-31,Not found,경력무관,재가 요양보호사,"시급 10,030 원 이상",서울특별시 구로구 고척로35길,구로구,"주5일
주 15시간 근로
09:00 ~ 12:00",새날재가복지센터,"직무내용
구로구 고척2동 세곡초등학교인근
- 대상자: 5등급 할아버지  70 대/ 독거
- 직무내용: 식사챙기기, 가사 및 일상생활 지원
- 근로시간 : 09시~12시/주5일
- 급여:  시급 10,030원[포괄 시급 12,800원]
-교포 지원 가능함",방문,"이력서,기타(요양사 자격증 /건강검진 결과지/치매교육 이수증)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
240,[구로4동]재가요양보호사 모집,등록일 : 2025-07-01,마감일 : 2025-08-23,Not found,경력무관,재가 요양보호사,"시급 10,030 원 ~ 10,030 원",서울특별시 구로구 구로동로13길,구로구,"주5일
주 15시간 근로
14:00 ~ 17:00",(주)고운손재가복지센터,"직무내용
구로4동 남구로역 4번출구 인근

- 3등급 할아버지(8 0 대), 거의 누워계심, 지팡이 사용으로 화장실이용 가능, 부부거주
- 직무: 식사지원, 약복용 도움,  가사 및 일상생활 지원 등
- 시간 : 14:00~17:00, 주5일 (주15시간)
- 급여 : 시급12,700원 (주휴수당, 연차수당, 기타수당 등 포함)

- 지원방법 : 전화문의 후 방문 (010-9069-2535)","방문,
기타 (전화지원 010-9069-2535)",기타(요양보호사자격증),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002507010002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet
