Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail,Post
69,신당동 청구e편한세상아파트 3등급 남자어르신 입주요양보호사 구인신청(채용완료),"25/05/27 등록
25/07/26 마감",25/07/26 마감,재가 요양보호사,신입,기간의 정함이 있는 근로계약,월급 400만원 ~ 400만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중구 청구로 64, .. (신당동, 청구 e편한세상)",중구,"※ 상세 근무시간
입주요양보호사  월-토 주6일 근무임
주 소정근로시간
툴팁
: 39시간","주 6일 근무
(주 소정근로시간: 39시간)",루안재가복지센터,"신당동 청구e편한세상아파트 3등급 남자어르신   여자입주요양보호사 구인신청
부인하고  두분만 거주하심  아내분 건강하심
기저귀케어 ,있음, 걸어다니실수 있음, 환자식사준비등의 업무
-주6일근무  급여400만원정","팩스,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기","서류,면접",기타(자격증사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAY002505270001&rtnTarget=list1,
70,[신목신협 오목교점] 미화원 모집,25/05/27 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약,월급 54만원 ~ 54만원,"국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 양천구 신목로 90, 목동 (목동)",양천구,"(근무시간) (오후) 2시 00분 ~ (오후) 3시 30분
주 소정근로시간
툴팁
: 8시간","주 5일 근무
(주 소정근로시간: 8시간)",주식회사 위드관리,"-신목신협 목동사거리점 내부 청소
-14:00~15:30, 주5일
-월 540,000원",기타(담당자 유선 통화),"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAT002505270001&rtnTarget=list3,
71,재가요양보호사모집 - 구로구 궁동,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 부일로19길 94, 궁동 (궁동)",구로구,"※ 상세 근무시간
09:00~16:00/주6일",주 6일 근무,원 다우리재가노인복지센터,"-직무 : 1등급 남(와상,체위변경,기저귀케어,몸씻기,석션,피딩 필요)+4등급 여(거동가능,특별한 케어 없음) 어르신케어 
          가사활동 및 일상생활지원 

-근무시간 : 09:00~16:00/주6일

-급여 : 시급12,700원(연차수당, 주휴수당, 기타수당 포함)

-지원방법: 전화문의 후 방문 (010-7788-3332 이하은센터장 )","방문,
기타 (전화문의 후 방문 (010-7788-3332 ) )",면접,"이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505270001&rtnTarget=list4,
72,시흥4동] 4등급 남 오전 주2회,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","고용보험
산재보험",해당없음,"서울특별시 금천구 독산로36길 62, 신흥초, 시흥4동 주민센터 인근 (시흥동, 한빛무궁화아파트)",금천구,"근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 6시간","주 2일 근무
(주 소정근로시간: 6시간)",아리아케어방문요양광명철산센터,"○  4등급 54년생 남 - 배우자와 거주, 주변 정리, 식사도움 등

○ 기본 시급 10,030원 + 주휴수당 + 연차수당 + 기타수당 = 12700원

○ 내국인 채용

○ 근무 요일 - 화목 또는 수금",방문,면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAI002505270001&rtnTarget=list5,
73,[개봉1동] 방문재가요양보호사 모집,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 고척로21나길 85-6, 개봉1동 (개봉동, 건영아파트)",구로구,"근무시간 협의가능
(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",미소천사재가노인복지센터,"구로구 개봉1동 건영아파트

- 대상자: 4등급 할아버지, 거동가능, 독거
- 근무내용: 일상생활 및 가사활동지원, , 청소, 반찬 등
- 근로시간 : 14:00~17:00/주5일
- 급여: 시급 10,030원[기타수당 포함 12,700원]","방문,팩스,
기타 (010-3939-1502 전화)","서류,면접","이력서,기타 (요양보호사 자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505270001&rtnTarget=list7,
74,[3등급 여자어르신] 재가요양보호사 채용,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강북구 한천로105길 23 (번동, 번동1단지주공아파트)",강북구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",명성재가복지센터,"[3등급 여자 어르신]
▶ 정서지원, 가사지원 및 신체지원, 외출동행(은행 폰뱅킹 가능자)
▶주6일(9시~16시)2
▶시급 12,700원
▶번동 주공1단지 아파트",방문,"서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0912505270003&rtnTarget=list9,
75,[신내동/4등급아버님/오전] 재가요양보호사 구인,"25/05/26 등록
25/06/09 마감",25/06/09 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중랑구 신내로16길 33, (임의주소 기재) (신내동, 신내동 의료안심주택)",중랑구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",희망재가노인복지센터,"- 신내안심주택
- 4등급아버님/독거(90세)
- 주5일 9:00~12:00
- 시급 12,700(주휴수당포함)
- 거동가능하심(인근거주자환영)
- 가사지원 및 일상생활지원, 요양일상업무
- 신체활동지원없음
- 문의 070 4048 7340",방문,면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11052505260008&rtnTarget=list3,
76,[옥수동/4등급/여자/오전] 재가 요양보호사 채용,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성동구 매봉길 15, 아파트 거주 (옥수동, 래미안 옥수 리버젠)",성동구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한마음방문요양센터,"* 4등급 여자어르신(41년생)) 케어/거동가능/배우자와 거주
* 말벗/점심식사 준비/월1회 병원동행/청소, 세탁 등 일상생활지원
- 샤워도움 없음

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)","서류,면접",기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAG002505260013&rtnTarget=list8,
77,[중곡동/4등급/여자/오전] 재가 요양보호사 채용,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 광진구 동일로76가길 4, 서울중마초등학교 인근 거주 (중곡동)",광진구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",한마음방문요양센터,"* 4등급 여자어르신(38년생)) 케어/거동가능/배우자와 거주(건강양호)
* 말벗/점심식사 준비/주2회 산책동행/주1회 샤워도움/청소, 세탁 등 일상생활지원

* 시급: 12,700원(기본:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)","서류,면접",기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAG002505260012&rtnTarget=list10,
78,재가요양보호사모집 - 관악구 신림동(2호선 신대방역근처)/4등급/남/독거,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 관악구 조원로23길 10, 신림동(2호선 신대방역근처) (신림동, 화수빌라)",관악구,"※ 상세 근무시간
근무시간: 09:00~12:00 / 격주토근무",주 5일 근무,여의도가족사랑재가복지센터,"직무: 4등급 남자어르신(64세) 돌봄 - 독거, 거동가능, 신체지원, 가사일상지원  

근무시간: 09:00~12:00 / 격주토근무 

시급: 13,000원 (주휴수당, 연차수당, 기타 수당 등 포함)

* 전화지원 김연옥 담당자(H:010-7430-3160)",기타(전화지원(010-7430-3160)),"서류,면접,
기타 (전화지원(010-7430-3160))","이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260013&rtnTarget=list1,
79,[이태원동/4등급] 재가요양보호사 구인,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 이태원로17길 23, (상세주소확인) (이태원동)",용산구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",섬기미방문요양센터,"[이태원동] 4등급 할머니 재가요양

- 직무내용: 식사도움, 샤워도움, 주변정리 도움 등 일상생활 지원

- 장기요양급여 적용 근로시간: 1일 3시간(근무 시간외 추가 근무 있을 수 있음)

- 근무시간: 주6일 근무 / 09:00~12:00

- 시급 12,700원

* 대상자 요청에 의한 '추가근무' 있을 수 있음
(다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정지) 등에 차이가 있을 수 있음)
그외 근무시간, 근무요일, 임금 등은 별도계약 사항으로 본 구인과 관계없음","방문,
기타 (통화 후 면접)",면접,기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505260004&rtnTarget=list2,
80,[상암동]1등급 70대 남자어르신 재가요양,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 13,000원 ~ 13,000원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 마포구 상암산로1길 92 (상암동, 상암월드컵파크 7단지)",마포구,(근무시간) (오전) 1시 30분 ~ (오후) 5시 30분,주 6일 근무,실버벨방문요양센터,"[상암동/1등급/70대 남자어르신]
-직무대상: 1등급어르신
-직무내용: 거동이 불가하신 70대 어르신 요양보호 
             주로 샤워와 다리, 팔올리기 등 재활운동 담당 (최근 뇌경색으로 1등급판정) 
             취사 및 세탁등 일상생활지원은 동거배우자가 전담  
             샤워, 재활운동 가능한 체격, 체력 필요함 
-근무시간: 13:30~17:30 (월~토) 
-급여: 시급 13,000원 (중증수당 별도, 1일 3,000원)
-근무지: 마포구 상암동 7단지",방문,면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11012505260004&rtnTarget=list4,
81,재가요양보호사모집 - 영등포구 당산동 삼성래미안4차/4등급/여/부부거주,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 영등포구 당산동5가 당산로 214, 당산역근처 (당산동5가, 당산 삼성 래미안)",영등포구,"※ 상세 근무시간
14:00~17:00/주5일
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",효재가복지센터,"4등급/여/부부케어/거동가능/케어시간 거의 혼자계심/청소위주 원하심

14:00~17:00/주5일

시급: 12,700원 (주휴수당, 연차수당, 기타 수당 등 포함)

전화지원 010-4206-2370 유혜숙 센터장",기타(전화 010-4206-2370),면접,"이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260011&rtnTarget=list6,
82,재가요양보호사모집 - 영등포구 문래동1가(영등포역근처)/3등급/여/독거,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 영등포구 문래동1가 경인로94길 9-9, 문래동1가(영등포역 앞쪽 근처) (문래동1가)",영등포구,"※ 상세 근무시간
 09:00~12:00  /주5일
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",주식회사제이앤비케어서비스,"3등급 여자어르신 케어(독거-70대)/거동가능
일상생활지원 및 가사지원
09:00~12:00/주5일
시급: 12,700원(주휴수당, 연차수당, 기타수당 포함)

*전화지원 02-2098-1041(곽선영센터장)","방문,
기타 (전화문의 후 방문(02-2098-1041))",면접,"이력서,기타 (요양보호사자격증)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260010&rtnTarget=list7,
83,건물청소원 구인,25/05/26 등록,채용시까지,건물 관리원,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),월급 110만원 ~ 110만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강남구 남부순환로365길 43, 도곡코오롱 (도곡동)",강남구,"(근무시간) (오전) 7시 00분 ~ (오전) 10시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",(주) 엔케이티엠에스,"-상가건물 청소원 구인
-상가건물 내 고용부 청소(각종 화장실,복도,계단 등)
-오전7시~~10시 주6일","팩스,워크넷
고용24 입사지원","서류,면접","이력서,자기소개서,경력증명서",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJ21002505260020&rtnTarget=list9,
84,재가 요양보호사 구인,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성북구 선잠로5라길 10-2, 북악슈퍼 인근 (성북동)",성북구,"(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",온마음방문요양센터,"- 4등급 할머니 /일상생활지원 
- 주6일 10:00~13:00 
- 시급:12,500원(기타수당포함액)
- 담당자 통화하세요 : 031-853-8811",방문,"서류,면접","이력서,기타 (자격증 사본)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKZ002505260009&rtnTarget=list2,
85,[목동]4등급 할머님 / 13:00~16:00 / 요양보호사 모집,25/05/26 등록,채용시까지,요양보호사(노인요양사),관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 양천구 목동중앙본로7가길 81-12, 목동 (목동, 한울정원)",양천구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 9시간","주 3일 근무
(주 소정근로시간: 9시간)",나이팅게일 노인복지센타,"- 목동 거주 4등급 할머님 케어
- 가사, 식사도움 및 이동도움 등
- 주 3일, 13:00~16:00
- 시급 13000원 (시급+기타 수당 포함)","방문,
기타 (전화 문의)",면접,기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAT002505260006&rtnTarget=list3,
86,아파트 영선원- 여의도 진주아파트,"25/05/26 등록
25/06/25 마감",25/06/25 마감,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),관계없음,기간의 정함이 없는 근로계약,월급 250만원 ~ 250만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 영등포구 국제금융로 108 -6 진주아파트,영등포구,"※ 상세 근무시간
06:00~익일06:00
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",진주아파트입주자대표회,"여의도 진주아파트 
기관실, 영선업무 직원 채용
월2,500,000원

06:00~익일06:00 격일제
(휴게시간 주간 2.5시간 / 야간 8시간)

*전화지원 조정열 관리소장 010-4484-9602",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260007&rtnTarget=list7,
87,재가요양보호사 모집 - 3등급 / 여자어르신 / 영등포동,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 영등포구 영등포동7가 버드나루로12가길 13 (영등포동7가, 브라운스톤 영등포아파트)",영등포구,"※ 상세 근무시간
10:00~13:00 / 주6일제",주 6일 근무,주식회사제이앤비케어서비스,"[재가요양보호사 모집]

직무: 3등급 여자어르신 돌봄 - 90대 어르신, 돌보는 시간에 혼자 계심, 거동가능, 가사지원 및 일상생활지원 등

근무시간: 10:00~13:00 / 주6일제

시급: 12,700원 (주휴수당, 연차수당, 기타 수당 등 포함)

* 전화지원: 02-2098-1041",기타(* 전화지원 02-2098-1041),면접,기타(요양보호사 자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260006&rtnTarget=list9,
88,재가요양보호사 모집 - 7호선 남성역인근 사당자이아파트,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 동작구 사당로2가길 102 (사당동, 사당자이아파트)",동작구,"※ 상세 근무시간
13:00~16:00 / 주5일
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",참사랑 사회복지 요양센타,"4등급 남자어르신 케어(80대초반) /거동가능/부부거주 -일상생활지원, 신체활동지원등

13:00~16:00/주5일

시급 12,700원(주휴수당, 연차수당, 기타수당포함)

전화문의 010-4324-8369(김인하센터장)",기타(전화지원(010-4324-8369)),면접,"이력서,기타 (요양보호사자격증, 건강진단서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505260005&rtnTarget=list1,
89,[개봉2동]방문 재가요양보호사 모집,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 남부순환로95길 88, 개봉2동 (개봉동, 두산아파트)",구로구,"근무시간 협의가능
(근무시간) (오후) 1시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",개봉한마음재가센터,"구로구  개봉2동 두산아파트내

- 요양보호대상자: 2등급 할머니 /거동가능/보행차 이동
- 직무내용: 매일 10분거리 병원물리치료 동행, 주1회 샤워도움, 반찬, 청소 등 가사활동지원 및 일상생활지원 등
- 장기요양급여 적용 근로시간 :  13:00~17:00(주5일) 20시간
- 급여 : 제수당포함 12,700원",방문,"서류,면접","이력서,기타 (요양 보호사 자격증, 건강검진 서류)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505260007&rtnTarget=list2,
90,여의도 대우트럼프월드2차 아파트 경비보안원 채용,25/05/26 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 276만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 영등포구 여의동로 97, . (여의도동, 대우트럼프월드2)",영등포구,"(근무시간) (오전) 7시 00분 ~ (오전) 7시 00분
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",인덕종합관리(주),"- 신임경비교육 이수하신분
- 격일 근무(07:00~익일07:00) / 휴게시간: 8.17H [주간 3.5H, 야간 4.67H]
- 급여 ( 2,765,000원 )
- 지원문의 ( 010 - 3559 - 9840 )",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002505260021&rtnTarget=list5,
91,[창동 / 4등급 할머니] 재가요양보호사 채용,"25/05/26 등록
25/07/25 마감",25/07/25 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 13,000원","고용보험
산재보험",해당없음,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",도봉구,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 12시간","주 4일 근무
(주 소정근로시간: 12시간)",아리아케어방문요양강북수유센터,"[창동] 4등급 할머니 재가요양보호사 채용   

- 주4일 (월화수목) 14시~17시 
- 간단한 조리, 청소, 세탁, 산책동행, 병원동행
- 시급: 10,030원(각종 수당 포함 13,000원)
- 연락후 방문 지원 010-7511-1324","방문,
기타 (전화상담 통화후)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAX002505260005&rtnTarget=list7,
92,강일리버파크9단지아파트 경비원 모집,25/05/26 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 229만원 ~ 229만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강동구 고덕로97길 29, . (강일동, 강일리버파크9단지)",강동구,"※ 상세 근무시간
- 격일근무 (06:30 교대) / 휴게시간 주간 4시간, 야간 6시간
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",(주)융성종합관리,"(강일동)강일리버파크9단지아파트 경비(분리수거, 재활용 포함) 업무
- 월2,290,000원 
- 격일근무 (06:30 교대) / 휴게시간 주간 4시간, 야간 6시간
- 지원조건: 경비신임교육이수증, 복지카드 필수
- 지원방법: 통화(010-3078-4427 관리부장님)후, 면접",Not found,Not found,Not found,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAC002505260010&rtnTarget=list8,
93,하계학여울 청구B단지 아파트 경비원 구인,"25/05/26 등록
25/06/25 마감",25/06/25 마감,아파트·빌라 경비원,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 있는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 노원구 한글비석로 6, 하계동 (하계동, 학여울청구아파트)",노원구,"※ 상세 근무시간
근무시간 : 06:20-(익일)06:20 (격일 교대근무)
휴게시간 : 주간4시간 30분/ 야간 7시간",주 4일 근무,(주)뉴맨테크,"하계학여울 청구B단지 아파트 경비원 구인
근무시간 : 06:20-(익일)06:20 (격일 교대근무)
휴게시간 : 주간4시간 30분/ 야간 7시간
급여 : 월 1,983,090원
문의 : 010-5072-0271
*고용24 등록을 위한 주40시간 기재*","팩스,
기타 (담당자 휴대폰으로 연락요청)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAJ002505260003&rtnTarget=list9,
94,[묵동/3등급/여자어르신] 요양보호사 선생님 모십니다.,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 중랑구 동일로 946 (묵동, 묵동신도주상복합아파트)",중랑구,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",하계방문요양센터,"-3등급 여자 어르신 / 부부거주 
-식사도움,청소도움,목욕도움
-14시-17시
-주5일 / 15시간
-(주휴,연차포함 13,000원)
-문의 : 02-977-1554",기타(전화),기타(전화로 접수),기타(전화통화),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11052505260002&rtnTarget=list10,
95,[천왕동]방문 재가 요양보호사 모집-천왕이펜하우스6단지,25/05/26 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 12,700원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 구로구 천왕로 9, 오류2동 (천왕동, 천왕이펜하우스6단지)",구로구,"(근무시간) (오후) 1시 00분 ~ (오후) 4시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",실버노인복지센터,"구로구  천왕동 천왕이펜하우스 6단지

- 대상자: 4등급 할머니 80 대 후반/ 가족:아들(직장)
- 근무내용: 산책, 말벗, 식사챙기기, 일상생활지원 등
- 근로시간 :13시~16시(주5일)
- 장기요양급여: 시급 12,700원(제수당포함)
* 내국인만 희망","방문,팩스,
기타 (010-3043-9257연락)","서류,면접","이력서,기타 (요양보호사 자격증, 건강검진 결과지)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505260006&rtnTarget=list1,
